Country	Country_ISO	Region
Brazil	BRA	Goias
Brazil	BRA	Distrito Federal
Brazil	BRA	Minas Gerais
Brazil	BRA	Espirito Santo
Brazil	BRA	Mato Grosso do Sul
Brazil	BRA	Rio de Jeneiro
Brazil	BRA	Sao Paulo
Brazil	BRA	Parana
Brazil	BRA	Santa Catarina
Brazil	BRA	Rio Grande do Sul
Brunei	BRN	Belait
Brunei	BRN	Tutong
Brunei	BRN	Brunei-Muara
Brunei	BRN	Temburong
Bulgaria	BGR	Blagoevgrad
Bulgaria	BGR	Burgas
Bulgaria	BGR	Dobrich
Bulgaria	BGR	Gabrovo
Bulgaria	BGR	Haskovo
Bulgaria	BGR	Kardzhali
Bulgaria	BGR	Kyustendil
Bulgaria	BGR	Lovech
Bulgaria	BGR	Montana
Bulgaria	BGR	Pazardzhik
Bulgaria	BGR	Pernik
Bulgaria	BGR	Pleven
Bulgaria	BGR	Plovdiv
Bulgaria	BGR	Razgrad
Bulgaria	BGR	Ruse
Bulgaria	BGR	Shumen
Bulgaria	BGR	Silistra
Bulgaria	BGR	Sliven
Bulgaria	BGR	Smolyan
Bulgaria	BGR	Sofia
Bulgaria	BGR	Sofia City
Bulgaria	BGR	Stara Zagora
Bulgaria	BGR	Targovishte
Bulgaria	BGR	Varna
Bulgaria	BGR	Veliko Tarnovo
Bulgaria	BGR	Vidin
Bulgaria	BGR	Vratsa
Bulgaria	BGR	Yambol
Burkina Faso	BFA	Centre
Burkina Faso	BFA	Boucle du Mouhoun
Burkina Faso	BFA	Cascades
Burkina Faso	BFA	Centre-Est
Burkina Faso	BFA	Centre-Nord
Burkina Faso	BFA	Centre-Ouest
Burkina Faso	BFA	Centre-Sud
Burkina Faso	BFA	Est
Burkina Faso	BFA	Hauts-Bassins
Burkina Faso	BFA	Nord
Burkina Faso	BFA	Plateau Central
Burkina Faso	BFA	Sahel
Burkina Faso	BFA	Sud-Ouest
Burma	MMR	Ayeyarwady
Burma	MMR	Chin
Burma	MMR	Saigang
Burma	MMR	Kachin
Burma	MMR	Kayah
Burma	MMR	Kayin
Burma	MMR	Magway
Burma	MMR	Mandalay
Burma	MMR	Mon
Burma	MMR	Rakhine
Burma	MMR	Tanitharyi
Burma	MMR	Bago
Burma	MMR	Yangon
Burma	MMR	Shan
Burundi	BDI	Gitega
Burundi	BDI	Kirundo
Burundi	BDI	Muyinga
Burundi	BDI	Ngozi
Burundi	BDI	Makamba
Burundi	BDI	Rutana
Burundi	BDI	Ruyigi
Burundi	BDI	Cankuzo
Burundi	BDI	Karuzi
Burundi	BDI	Cibitoke
Burundi	BDI	Kayanza
Burundi	BDI	Bubanza
Burundi	BDI	Muramvya
Burundi	BDI	Bujumbura Rural
Burundi	BDI	Bujumbura Mairie
Burundi	BDI	Bururi
Burundi	BDI	Mwaro
Burundi	BDI	Rumonge
Cabo Verde	CPV	Boa Vista
Cabo Verde	CPV	Brava
Cabo Verde	CPV	Maio
Cabo Verde	CPV	Sal
Cabo Verde	CPV	São Vicente
Cabo Verde	CPV	Ribeira Brava
Cabo Verde	CPV	Tarrafal de São Nicolau
Cabo Verde	CPV	Porto Novo
Cabo Verde	CPV	Ribeira Grande
Cabo Verde	CPV	Paul
Cabo Verde	CPV	Mosteiros
Cabo Verde	CPV	Santa Catarina do Fogo
Cabo Verde	CPV	São Filipe
Cabo Verde	CPV	São Miguel
Cabo Verde	CPV	Tarrafal
Cabo Verde	CPV	Santa Catarina
Cabo Verde	CPV	Santa Cruz
Cabo Verde	CPV	São Salvador do Mundo
Cabo Verde	CPV	São Lourenço dos Órgãos
Cabo Verde	CPV	São Domingos
Cabo Verde	CPV	Praia
Cabo Verde	CPV	Ribeira Grande de Santiago
Cambodia	KHM	Stung Treng
Cambodia	KHM	Preah Vihear
Cambodia	KHM	Kampong Thom
Cambodia	KHM	Phnom Penh
Cambodia	KHM	Koh Kong
Cambodia	KHM	Kep
Cambodia	KHM	Kampot
Cambodia	KHM	Takeo
Cambodia	KHM	Kandal
Cambodia	KHM	Pursat
Cambodia	KHM	Ratanakiri Province
Cambodia	KHM	Kampong Chhnang
Cambodia	KHM	Pailin
Cambodia	KHM	Bantey Meanchey
Cambodia	KHM	Siem Reap
Cambodia	KHM	Oddar Meanchey
Cambodia	KHM	Kampong Cham
Cambodia	KHM	Mondulkiri
Cambodia	KHM	Kratie
Cambodia	KHM	Prey Veng
Cambodia	KHM	Kampong Speu
Cambodia	KHM	Svay Rieng
Cambodia	KHM	Preah Sihanouk
Cambodia	KHM	Tbong Khmum
Cambodia	KHM	Battambang
Cameroon	CMR	Centre
Cameroon	CMR	Far North
Cameroon	CMR	North
Cameroon	CMR	North-West
Cameroon	CMR	Adamaoua
Cameroon	CMR	East
Cameroon	CMR	South
Cameroon	CMR	South-West
Cameroon	CMR	West
Cameroon	CMR	Littoral
Canada	CAN	Newfoundland and Labrador
Canada	CAN	Prince Edward Island
Canada	CAN	Nova Scotia
Canada	CAN	New Brunswick
Canada	CAN	Quebec
Canada	CAN	Ontario
Canada	CAN	Manitoba
Canada	CAN	Saskatchewan
Canada	CAN	Alberta
Canada	CAN	British Columbia
Canada	CAN	Yukon
Canada	CAN	Northwest Territories
Canada	CAN	Nunavut
Central African Rep	CAF	Mbomou
Central African Rep	CAF	Sangha-Mbaéré
Central African Rep	CAF	Mambéré-Kadéï
Central African Rep	CAF	Lobaye
Central African Rep	CAF	Nana-Mambéré
Central African Rep	CAF	Ombella-M'Poko
Central African Rep	CAF	Ouham-Pendé
Central African Rep	CAF	Ouham
Central African Rep	CAF	Nana-Grébizi
Central African Rep	CAF	Kémo
Central African Rep	CAF	Vakaga
Central African Rep	CAF	Bamingui-Bangoran
Central African Rep	CAF	Ouaka
Central African Rep	CAF	Basse-Kotto
Central African Rep	CAF	Haute-Kotto
Central African Rep	CAF	Haut-Mbomou
Central African Rep	CAF	Bangui
Chad	TCD	Tibesti
Chad	TCD	Borkou
Chad	TCD	Ennedi-Ouest
Chad	TCD	Wadi Fira
Chad	TCD	Salamat
Chad	TCD	Sila
Chad	TCD	Ouaddaï
Chad	TCD	Guéra
Chad	TCD	Batha
Chad	TCD	Hadjer-Lamis
Chad	TCD	Bahr el Gazel
Chad	TCD	Kanem
Chad	TCD	Chari-Baguirmi
Chad	TCD	Lac
Chad	TCD	Logone Occidental
Chad	TCD	Logone Oriental
Chad	TCD	Mandoul
Chad	TCD	Mayo-Kebbi Est
Chad	TCD	Mayo-Kebbi Ouest
Chad	TCD	Moyen-Chari
Chad	TCD	Tandjilé
Chad	TCD	N'Djamena Region
Chad	TCD	Ennedi-Est
Chile	CHL	RegiÃ³n de Antofagasta
Chile	CHL	RegiÃ³n de Arica y Parinacota
Chile	CHL	RegiÃ³n de Atacama
Chile	CHL	RegiÃ³n de AysÃ©n del Gral.IbaÃ±ez del Campo
Chile	CHL	RegiÃ³n de Coquimbo
Chile	CHL	RegiÃ³n de La AraucanÃ­a
Chile	CHL	RegiÃ³n de Los Lagos
Chile	CHL	RegiÃ³n de Los RÃ­os
Chile	CHL	RegiÃ³n de Magallanes y AntÃ¡rtica Chilena
Chile	CHL	RegiÃ³n de Ã<U+0091>uble
Chile	CHL	RegiÃ³n de TarapacÃ¡
Chile	CHL	RegiÃ³n de ValparaÃ­so
Chile	CHL	RegiÃ³n del BÃ­o-BÃ­o
Chile	CHL	RegiÃ³n del Libertador Bernardo O'Higgins
Chile	CHL	RegiÃ³n del Maule
Chile	CHL	RegiÃ³n Metropolitana de Santiago
China	CHN	Hainan Province
China	CHN	Taiwan Province
China	CHN	Guangxi Zhuang Autonomous Region
China	CHN	Fujian Province
China	CHN	Yunnan Province
China	CHN	Guizhou Province
China	CHN	Jiangxi Province
China	CHN	Hunan Province
China	CHN	Zhejiang Province
China	CHN	Shanghai Municipality
China	CHN	Chongqing Municipality
China	CHN	Hubei Province
China	CHN	Sichuan Province
China	CHN	Anhui Province
China	CHN	Jiangsu Province
China	CHN	Henan Province
China	CHN	Tibet Autonomous Region
China	CHN	Shandong Province
China	CHN	Qinghai Province
China	CHN	Ningxia Ningxia Hui Autonomous Region
China	CHN	Shaanxi Province
China	CHN	Tianjin Municipality
China	CHN	Shanxi Province
China	CHN	Beijing Municipality
China	CHN	Gansu Province
China	CHN	Hebei Province
China	CHN	Liaoning Province
China	CHN	Jilin Province
China	CHN	Xinjiang Uyghur Autonomous Region
China	CHN	Inner Mongolia Autonomous Region
China	CHN	Heilongjiang Province
China	CHN	Macau Special Administrative Region
China	CHN	Hong Kong Special Administrative Region
China	CHN	Guangzhou Province
Colombia	COL	Caldas
Colombia	COL	Amazonas
Colombia	COL	Meta
Colombia	COL	Cundinamarca
Colombia	COL	Tolima
Colombia	COL	Antioquia
Colombia	COL	Atlántico
Colombia	COL	Bolívar
Colombia	COL	Cesar
Colombia	COL	Magdalena
Colombia	COL	Sucre
Colombia	COL	Córdoba
Colombia	COL	La Guajira
Colombia	COL	Chocó
Colombia	COL	Valle del Cauca
Colombia	COL	Norte de Santander
Colombia	COL	Quindío
Colombia	COL	Vichada
Colombia	COL	Vaupés
Colombia	COL	Santander
Colombia	COL	Risaralda
Colombia	COL	Putumayo
Colombia	COL	Nariño
Colombia	COL	Guaviare
Colombia	COL	Guainía
Colombia	COL	Bogota Capital District
Colombia	COL	Arauca
Colombia	COL	Boyacá
Colombia	COL	Casanare
Colombia	COL	Cauca
Colombia	COL	Caquetá
Colombia	COL	Huila
Colombia	COL	Archipiélago de San Andrés, Providencia y Santa Catalina
Comoros	COM	Moheli
Comoros	COM	Anjouan
Comoros	COM	Grande Comore
Congo, Dem Rep of the	COD	Upper Uele
Congo, Dem Rep of the	COD	Ituri
Congo, Dem Rep of the	COD	Tshopo
Congo, Dem Rep of the	COD	Lower Uele
Congo, Dem Rep of the	COD	Mongala
Congo, Dem Rep of the	COD	Nord-Ubangi
Congo, Dem Rep of the	COD	Tshuapa
Congo, Dem Rep of the	COD	Équateur
Congo, Dem Rep of the	COD	Haut-Katanga
Congo, Dem Rep of the	COD	Haut-Lomami
Congo, Dem Rep of the	COD	Kongo-Central
Congo, Dem Rep of the	COD	Kwango
Congo, Dem Rep of the	COD	Sankuru
Congo, Dem Rep of the	COD	Sud-Ubangi
Congo, Dem Rep of the	COD	Tanganyika
Congo, Dem Rep of the	COD	Kasai
Congo, Dem Rep of the	COD	Kasai-Oriental
Congo, Dem Rep of the	COD	Maniema
Congo, Dem Rep of the	COD	North Kivu
Congo, Dem Rep of the	COD	South Kivu
Congo, Dem Rep of the	COD	Central Kasai
Congo, Dem Rep of the	COD	Lomami
Congo, Dem Rep of the	COD	Lualaba
Congo, Dem Rep of the	COD	Kinshasa
Congo, Dem Rep of the	COD	Kwilu
Congo, Dem Rep of the	COD	Mai-Ndombe
Congo, Rep of the	COG	Bouenza
Congo, Rep of the	COG	Cuvette
Congo, Rep of the	COG	Cuvette-Ouest
Congo, Rep of the	COG	Kouilou
Congo, Rep of the	COG	Likouala
Congo, Rep of the	COG	Lékoumou
Congo, Rep of the	COG	Niari
Congo, Rep of the	COG	Plateaux
Congo, Rep of the	COG	Pool
Congo, Rep of the	COG	Sangha
Congo, Rep of the	COG	Brazzaville
Congo, Rep of the	COG	Pointe-Noire
Costa Rica	CRI	Provincia Heredia
Costa Rica	CRI	Provincia Guanacaste
Costa Rica	CRI	Provincia Alajuela
Costa Rica	CRI	Provincia San José
Costa Rica	CRI	Provincia Puntarenas
Costa Rica	CRI	Provincia Cartago
Costa Rica	CRI	Provincia Limón
Cote d'Ivoire	CIV	Bas-Sassandra
Cote d'Ivoire	CIV	Denguele
Cote d'Ivoire	CIV	District Autonome D'Abidjan
Cote d'Ivoire	CIV	District Autonome De Yamoussoukro
Cote d'Ivoire	CIV	Goh-Djiboua
Cote d'Ivoire	CIV	Lacs
Cote d'Ivoire	CIV	Montagnes
Cote d'Ivoire	CIV	Sassandra-Marahoue
Cote d'Ivoire	CIV	Savanes
Cote d'Ivoire	CIV	Valle Du Bandama
Cote d'Ivoire	CIV	Woroba
Cote d'Ivoire	CIV	Zanzan
Cote d'Ivoire	CIV	Lagunes
Cote d'Ivoire	CIV	Comoe
Croatia	HRV	Osijek-Baranja
Croatia	HRV	Vukovar-Syrmia
Croatia	HRV	Brod-Posavina
Croatia	HRV	Virovitica-Podravina
Croatia	HRV	Požega-Slavonia
Croatia	HRV	Sisak-Moslavina
Croatia	HRV	Bjelovar-Bilogora
Croatia	HRV	Medimurje
Croatia	HRV	Koprivnica-Križevci
Croatia	HRV	Varaždin
Croatia	HRV	Krapina-Zagorje
Croatia	HRV	City of Zagreb
Croatia	HRV	Zagreb County
Croatia	HRV	Karlovac
Croatia	HRV	Istria
Croatia	HRV	Primorje-Gorski Kotar
Croatia	HRV	Lika-Senj
Croatia	HRV	Zadar County
Croatia	HRV	Šibenik-Knin
Croatia	HRV	Split-Dalmatia
Croatia	HRV	Dubrovnik-Neretva
Cuba	CUB	Isle of Youth
Cuba	CUB	Havana
Cuba	CUB	Matanzas
Cuba	CUB	Pinar del Rio
Cuba	CUB	Camagüey
Cuba	CUB	Ciego de Avila
Cuba	CUB	Cienfuegos
Cuba	CUB	Granma
Cuba	CUB	Guantánamo
Cuba	CUB	Holguín
Cuba	CUB	Las Tunas
Cuba	CUB	Santiago de Cuba
Cuba	CUB	Sancti Spiritus
Cuba	CUB	Villa Clara
Cuba	CUB	Artemisa
Cuba	CUB	Mayabeque
Cyprus	CYP	Larnaca
Cyprus	CYP	Limassol
Cyprus	CYP	Paphos
Cyprus	CYP	Nicosia
Cyprus	CYP	Famagusta
Cyprus	CYP	Kyrenia
Czechia	CZE	Hlavní mesto Praha
Czechia	CZE	Stredoceský kraj
Czechia	CZE	Jihoceský kraj
Czechia	CZE	Plzenský kraj
Czechia	CZE	Karlovarský kraj
Czechia	CZE	Ústecký kraj
Czechia	CZE	Liberecký kraj
Czechia	CZE	Královéhradecký kraj
Czechia	CZE	Pardubický kraj
Czechia	CZE	Kraj Vysocina
Czechia	CZE	Jihomoravský kraj
Czechia	CZE	Olomoucký kraj
Czechia	CZE	Moravskoslezský kraj
Czechia	CZE	Zlínský kraj
Denmark	DNK	Nordjylland
Denmark	DNK	Midtjylland
Denmark	DNK	Sjælland
Denmark	DNK	Hovedstaden
Denmark	DNK	Syddanmark
Djibouti	DJI	Ali Sabieh
Djibouti	DJI	Arta
Djibouti	DJI	Dikhil
Djibouti	DJI	Tadjourah
Djibouti	DJI	Obock
Djibouti	DJI	Djibouti
Dominica	DMA	Saint Andrew
Dominica	DMA	Saint Joseph
Dominica	DMA	Saint Patrick
Dominica	DMA	Saint David
Dominica	DMA	Saint Mark
Dominica	DMA	Saint Luke
Dominica	DMA	Saint George
Dominica	DMA	Saint Paul
Dominica	DMA	Saint John
Dominica	DMA	Saint Peter
Dominican Republic	DOM	Monte Cristi
Dominican Republic	DOM	Dajabón
Dominican Republic	DOM	La Estrelleta
Dominican Republic	DOM	Independencia
Dominican Republic	DOM	Pedernales
Dominican Republic	DOM	La Altagracia
Dominican Republic	DOM	El Seybo
Dominican Republic	DOM	Hato Mayor
Dominican Republic	DOM	Samaná
Dominican Republic	DOM	María Trinidad Sánchez
Dominican Republic	DOM	Espaillat
Dominican Republic	DOM	Puerto Plata
Dominican Republic	DOM	Barahona
Dominican Republic	DOM	Azua
Dominican Republic	DOM	Peravia
Dominican Republic	DOM	San Cristóbal
Dominican Republic	DOM	Santo Domingo
Dominican Republic	DOM	Distrito Nacional
Dominican Republic	DOM	San Pedro de Macorís
Dominican Republic	DOM	La Romana
Dominican Republic	DOM	Valverde
Dominican Republic	DOM	Santiago Rodríguez
Dominican Republic	DOM	La Vega
Dominican Republic	DOM	Hermanas
Dominican Republic	DOM	Duarte
Dominican Republic	DOM	Santiago
Dominican Republic	DOM	Bahoruco
Dominican Republic	DOM	San Juan
Dominican Republic	DOM	Monseñor Nouel
Dominican Republic	DOM	Sánchez Ramírez
Dominican Republic	DOM	San José de Ocoa
Dominican Republic	DOM	Monte Plata
Ecuador	ECU	Pastaza
Ecuador	ECU	Carchi
Ecuador	ECU	Loja
Ecuador	ECU	Zamora Chinchipe
Ecuador	ECU	El Oro
Ecuador	ECU	Esmeraldas
Ecuador	ECU	Imbabura
Ecuador	ECU	Sucumbios
Ecuador	ECU	Santa Elena
Ecuador	ECU	Santo Domingo de los Tsáchilas
Ecuador	ECU	Pichincha
Ecuador	ECU	Manabi
Ecuador	ECU	Azuay
Ecuador	ECU	Cañar
Ecuador	ECU	Guayas
Ecuador	ECU	Los Ríos
Ecuador	ECU	Cotopaxi
Ecuador	ECU	Bolívar
Ecuador	ECU	Tungurahua
Ecuador	ECU	Chimborazo
Ecuador	ECU	Morona Santiago
Ecuador	ECU	Napo
Ecuador	ECU	Orellana
Ecuador	ECU	Galápagos
Egypt	EGY	North Sinai Governorate
Egypt	EGY	South Sinai Governorate
Egypt	EGY	Aswan Governorate
Egypt	EGY	Red Sea Governorate
Egypt	EGY	Matrouh Governorate
Egypt	EGY	New Valley Governorate
Egypt	EGY	Alexandria Governorate
Egypt	EGY	Ismailia Governorate
Egypt	EGY	Suez Governorate
Egypt	EGY	Gharbiyya Governorate
Egypt	EGY	Faiyum Governorate
Egypt	EGY	Beni Suef Governorate
Egypt	EGY	Minya Governate
Egypt	EGY	Asyut Governorate
Egypt	EGY	Sohag Governorate
Egypt	EGY	Qena Governorate
Egypt	EGY	Luxor Governate
Egypt	EGY	Giza Governorate
